sweater,clothes,0.8421052631578947,"[{""name"": ""sweater"", ""classification"": ""allowed"", ""info"": """"}]","[{""name"": ""sweater"", ""classification"": ""allowed"", ""info"": """"}]"
pill,medication,0.3076923076923077,"[{""name"": ""pillow"", ""classification"": ""allowed"", ""info"": """"}, {""name"": ""pill"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nMedicines are allowed in your hand luggage. All prescription and over-the-counter medications can be carried past security checkpoint. Due to the restrictions on liquids, it would be prohibited to take more than 100 ml of liquid medicine on board. Ask your doctor for a certificate to prove their necessity.\n""}]","[{""name"": ""pillow"", ""classification"": ""allowed"", ""info"": """"}, {""name"": ""pill"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nMedicines are allowed in your hand luggage. All prescription and over-the-counter medications can be carried past security checkpoint. Due to the restrictions on liquids, it would be prohibited to take more than 100 ml of liquid medicine on board. Ask your doctor for a certificate to prove their necessity.\n""}]"
syrup,liquid,0.375,[],"[{""name"": ""honey"", ""classification"": ""prohibited"", ""info"": ""Your item is prohibited to take with you past the airport security checkpoint.The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned.""}]"
syrup,medication,0.47058823529411764,[],"[{""name"": ""honey"", ""classification"": ""prohibited"", ""info"": ""Your item is prohibited to take with you past the airport security checkpoint.The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned.""}]"
shampoo,dry shampoo,0,"[{""name"": ""dry shampoo"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\n All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\n All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}, {""name"": ""shampoo"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\n All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\n All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}]","[{""name"": ""dry shampoo"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\n All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\n All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}, {""name"": ""shampoo"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\n All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\n All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}]"
vitamin supplements,food supplements,0,"[{""name"": ""vitamin supplements"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nMedicines are allowed in your hand luggage. All prescription and over-the-counter medications can be carried past security checkpoint. Due to the restrictions on liquids, it would be prohibited to take more than 100 ml of liquid medicine on board. Ask your doctor for a certificate to prove their necessity.\n""}]",[]
vitamin supplements,supplements,0,"[{""name"": ""vitamin supplements"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nMedicines are allowed in your hand luggage. All prescription and over-the-counter medications can be carried past security checkpoint. Due to the restrictions on liquids, it would be prohibited to take more than 100 ml of liquid medicine on board. Ask your doctor for a certificate to prove their necessity.\n""}]",[]
e-reader,e-book,0,"[{""name"": ""e-reader"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nElectronic devices larger than 15 x 21 cm, including laptops, full-size video-game consoles, full-size DVD players... must be removed from their cases, placed in a separate bin, and screened individually at the security checkpoint. Portable electronic items that are smaller than 15 x 21 cm, do not have to be removed from baggage during screening. \n""}]",[]
baby seat,safety seat,0,[],[]
child car seat,safety seat,0,"[{""name"": ""child car seat"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nAll types of baby strollers, including baby backpacks, must be labeled at check-in. They may be used up to the aircraft entrance but will be folded and stored in the hold during the flight. Upon arrival at your final destination, the strollers will be delivered to you at the aircraft door.\nIf you\u2019ve booked a seat for your child, you can bring your own child seat on board if:\nyou are using an approved car seat/child restraint device.\nyou pass by our check-in desks to receive the approval.\nthe device is in perfect working order.\n""}]",[]
child car seat,infant seat,0,"[{""name"": ""child car seat"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nAll types of baby strollers, including baby backpacks, must be labeled at check-in. They may be used up to the aircraft entrance but will be folded and stored in the hold during the flight. Upon arrival at your final destination, the strollers will be delivered to you at the aircraft door.\nIf you\u2019ve booked a seat for your child, you can bring your own child seat on board if:\nyou are using an approved car seat/child restraint device.\nyou pass by our check-in desks to receive the approval.\nthe device is in perfect working order.\n""}]",[]
charger,electronics,0.06896551724137931,"[{""name"": ""phone charger"", ""classification"": ""allowed"", ""info"": """"}]",[]
oranges,fruit,0,[],[]
suncream,cream,0,[],[]
suncream,lotion,0,[],[]
hand cream,lotion,0,[],[]
beverage,drink,0.26666666666666666,"[{""name"": ""alcohol beverage"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\nAll of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\nAll of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}]","[{""name"": ""chocolate"", ""classification"": ""allowed"", ""info"": """"}]"
alcohol beverage,beverage,0,"[{""name"": ""alcohol beverage"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\nAll of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\nAll of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}]",[]
outfit,clothes,0.13333333333333333,[],"[{""name"": ""club"", ""classification"": ""prohibited"", ""info"": ""Your item is prohibited to take with you past the airport security checkpoint.\nThis item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. \n""}, {""name"": ""golf club"", ""classification"": ""prohibited"", ""info"": ""Your item is prohibited to take with you past the airport security checkpoint.\nThis item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. \n""}]"
t-shirt,clothes,0.8,[],"[{""name"": ""sweater"", ""classification"": ""allowed"", ""info"": """"}]"
shorts,clothes,0.8,[],"[{""name"": ""sweater"", ""classification"": ""allowed"", ""info"": """"}]"
pants,clothes,0.7619047619047619,[],"[{""name"": ""sweater"", ""classification"": ""allowed"", ""info"": """"}]"
trousers,pants,0,[],[]
dress,clothes,0.8421052631578947,[],"[{""name"": ""clothes"", ""classification"": ""allowed"", ""info"": """"}]"
shoes,slippers,0,[],[]
shoes,sneakers,0,[],[]
shoes,running shoes,0,[],[]
shoes,pumps,0,[],[]
shoes,boots,0,[],[]
skirt,clothes,0.75,[],"[{""name"": ""blanket"", ""classification"": ""allowed"", ""info"": """"}]"
lipstick,cosmetics,0,"[{""name"": ""lipstick"", ""classification"": ""allowed"", ""info"": """"}]","[{""name"": ""lipstick"", ""classification"": ""allowed"", ""info"": """"}]"
cream,cosmetics,0,"[{""name"": ""cream"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\nAll of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\nAll of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}, {""name"": ""shaving cream"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\n All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\n All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}]","[{""name"": ""cream"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\nAll of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\nAll of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}, {""name"": ""shaving cream"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\n All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\n All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}]"
mascara,make up,0,[],"[{""name"": ""lipstick"", ""classification"": ""allowed"", ""info"": """"}]"
lip stain,make up,0,[],[]
eyeliner,make up,0,"[{""name"": ""liquid eyeliner"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\nAll of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\nAll of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}]","[{""name"": ""lipstick"", ""classification"": ""allowed"", ""info"": """"}]"
lipgloss,make-up,0,[],[]
lipstick,lip gloss,0,"[{""name"": ""lipstick"", ""classification"": ""allowed"", ""info"": """"}]","[{""name"": ""lipstick"", ""classification"": ""allowed"", ""info"": """"}]"
eye shadow,make up,0,[],[]
powder,make up,0,"[{""name"": ""coffee powder"", ""classification"": ""allowed"", ""info"": """"}, {""name"": ""powder"", ""classification"": ""allowed"", ""info"": """"}, {""name"": ""baby powder"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nLiquids and gels to nourish baby\u2019s, do not need to meet the 100 ml liquid rule, but must be removed from your carry-on luggage, declared to screeners before going through security, and are subject to additional screening.""}, {""name"": ""gunpowder"", ""classification"": ""prohibited"", ""info"": ""Your item is prohibited to take with you past the airport security checkpoint.The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned.""}]","[{""name"": ""coffee powder"", ""classification"": ""allowed"", ""info"": """"}, {""name"": ""powder"", ""classification"": ""allowed"", ""info"": """"}, {""name"": ""baby powder"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nLiquids and gels to nourish baby\u2019s, do not need to meet the 100 ml liquid rule, but must be removed from your carry-on luggage, declared to screeners before going through security, and are subject to additional screening.""}, {""name"": ""gunpowder"", ""classification"": ""prohibited"", ""info"": ""Your item is prohibited to take with you past the airport security checkpoint.The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned.""}]"
rouge,powder,0.26666666666666666,[],"[{""name"": ""lipstick"", ""classification"": ""allowed"", ""info"": """"}]"
foundation,make up,0,"[{""name"": ""foundation"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\nAll of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\nAll of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}]","[{""name"": ""foundation"", ""classification"": ""warning"", ""info"": ""Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!\nYou are allowed to bring liquids, aerosols and gels, but they need to meet the following  restrictions:\nAll of your liquids need to be in containers, smaller than 100 ml (3.4 oz)\nAll of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.\nThis restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag.\n""}]"
